writer,same_text,isEng,train,file_name,male,x,y,x2,y2,n_cc
25,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0025_1.jpg,1,1482,494,1976,988,123
239,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0239_4.jpg,1,494,1976,988,2470,123
237,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0237_2.jpg,0,986,986,1479,1479,123
234,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0234_4.jpg,1,494,2470,988,2964,123
108,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0108_3.jpg,1,988,494,1482,988,123
27,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0027_4.jpg,1,1479,1479,1972,1972,123
207,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0207_3.jpg,0,1485,495,1980,990,123
186,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0186_2.jpg,0,493,986,986,1479,123
270,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0270_3.jpg,0,1482,494,1976,988,122
252,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0252_2.jpg,1,494,988,988,1482,122
268,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0268_2.jpg,1,986,986,1479,1479,122
22,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0022_4.jpg,0,491,1473,982,1964,122
36,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0036_3.jpg,1,986,986,1479,1479,122
274,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0274_4.jpg,1,988,1976,1482,2470,122
27,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0027_4.jpg,1,493,986,986,1479,122
257,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0257_2.jpg,0,0,986,493,1479,122
83,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0083_2.jpg,1,988,988,1482,1482,122
188,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0188_2.jpg,1,988,1976,1482,2470,122
136,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0136_2.jpg,0,1479,1479,1972,1972,122
239,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0239_4.jpg,1,1482,1976,1976,2470,122
186,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0186_1.jpg,0,982,491,1473,982,122
11,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0011_4.jpg,0,493,1479,986,1972,122
182,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0182_1.jpg,1,495,495,990,990,122
180,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0180_1.jpg,1,493,493,986,986,122
207,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0207_3.jpg,0,990,990,1485,1485,122
88,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0088_2.jpg,0,1482,1482,1976,1976,122
110,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0110_4.jpg,1,1482,2470,1976,2964,122
127,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0127_1.jpg,0,1479,493,1972,986,122
200,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0200_2.jpg,0,986,1972,1972,2958,122
124,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0124_2.jpg,0,495,1485,990,1980,122
82,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0082_4.jpg,1,1482,1976,1976,2470,122
108,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0108_4.jpg,1,988,1482,1482,1976,121
135,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0135_3.jpg,1,988,494,1482,988,121
210,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0210_2.jpg,0,990,1485,1485,1980,121
264,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0264_3.jpg,1,988,494,1482,988,121
248,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0248_1.jpg,0,1479,493,1972,986,121
190,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0190_2.jpg,1,1976,988,2470,1482,121
112,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0112_4.jpg,0,986,1972,1479,2465,121
11,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0011_2.jpg,0,1482,1482,1976,1976,121
169,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0169_1.jpg,0,986,493,1479,986,121
248,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0248_4.jpg,0,0,1479,493,1972,121
20,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0020_2.jpg,0,986,986,1479,1479,121
20,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0020_2.jpg,0,493,1479,986,1972,121
273,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0273_2.jpg,1,986,1479,1479,1972,121
30,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0030_3.jpg,1,1485,1485,1980,1980,120
216,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0216_2.jpg,1,1479,1972,1972,2465,120
5,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0005_2.jpg,1,494,2470,988,2964,120
95,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0095_4.jpg,0,988,1976,1482,2470,120
56,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0056_3.jpg,0,493,986,986,1479,120
124,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0124_2.jpg,0,1485,990,1980,1485,120
38,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0038_4.jpg,1,988,1482,1482,1976,120
202,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0202_1.jpg,1,988,494,1482,988,120
262,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0262_1.jpg,0,494,494,988,988,120
97,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0097_2.jpg,0,1479,986,1972,1479,120
119,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0119_1.jpg,0,986,493,1479,986,120
27,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0027_1.jpg,1,986,493,1479,986,120
84,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0084_1.jpg,0,1482,494,1976,988,120
174,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0174_2.jpg,1,1479,1479,1972,1972,120
267,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0267_1.jpg,0,1476,492,1968,984,120
119,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0119_2.jpg,0,1479,1479,1972,1972,120
112,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0112_2.jpg,0,1479,1479,1972,1972,119
88,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0088_2.jpg,0,988,1976,1482,2470,119
267,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0267_1.jpg,0,984,492,1476,984,119
28,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0028_4.jpg,0,986,2465,1479,2958,119
112,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0112_2.jpg,0,493,1479,986,1972,119
169,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0169_2.jpg,0,1479,1479,1972,1972,119
64,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0064_2.jpg,0,1479,986,1972,1479,119
252,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0252_2.jpg,1,988,988,1482,1482,119
178,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0178_1.jpg,1,988,494,1482,988,119
186,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0186_2.jpg,0,986,986,1479,1479,119
17,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0017_1.jpg,0,988,494,1482,988,119
55,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0055_2.jpg,1,990,1485,1485,1980,119
236,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0236_4.jpg,1,494,1482,988,1976,119
128,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0128_1.jpg,1,494,494,988,988,119
95,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0095_4.jpg,0,1482,1482,1976,1976,119
79,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0079_3.jpg,1,1482,988,1976,1482,119
274,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0274_1.jpg,1,1976,494,2470,988,118
212,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0212_4.jpg,0,1976,1482,2470,1976,118
169,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0169_3.jpg,0,1482,494,1976,988,118
174,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0174_2.jpg,1,986,1479,1479,1972,118
119,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0119_2.jpg,0,986,1479,1479,1972,118
282,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0282_2.jpg,0,495,1980,990,2475,118
108,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0108_3.jpg,1,494,988,988,1482,118
110,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0110_2.jpg,1,992,1488,1488,1984,118
5,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0005_1.jpg,1,1479,493,1972,986,118
248,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0248_1.jpg,0,986,493,1479,986,118
84,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0084_4.jpg,0,495,1980,990,2475,118
55,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0055_2.jpg,1,990,1980,1485,2475,118
81,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0081_2.jpg,0,1976,1482,2470,1976,118
27,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0027_4.jpg,1,1479,1972,1972,2465,117
44,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0044_4.jpg,0,988,2470,1482,2964,117
140,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0140_3.jpg,1,988,988,1482,1482,117
140,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0140_3.jpg,1,1482,494,1976,988,117
11,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0011_2.jpg,0,494,1482,988,1976,117
189,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0189_2.jpg,0,990,1485,1485,1980,117
239,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0239_4.jpg,1,1482,1482,1976,1976,117
95,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0095_4.jpg,0,1976,1482,2470,1976,117
84,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0084_3.jpg,0,1976,494,2470,988,117
11,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0011_4.jpg,0,986,1479,1479,1972,117
239,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0239_2.jpg,1,494,988,988,1482,117
68,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0068_1.jpg,0,1479,493,1972,986,117
128,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0128_1.jpg,1,1482,494,1976,988,117
128,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0128_1.jpg,1,988,494,1482,988,117
70,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0070_3.jpg,1,496,496,992,992,117
235,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0235_4.jpg,0,493,1972,986,2465,117
235,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0235_4.jpg,0,1479,1479,1972,1972,117
82,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0082_4.jpg,1,1976,1976,2470,2470,117
5,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0005_4.jpg,1,1482,1482,1976,1976,117
252,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0252_1.jpg,1,0,495,495,990,117
183,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0183_2.jpg,1,1482,988,1976,1482,117
169,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0169_2.jpg,0,986,1479,1479,1972,117
213,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0213_1.jpg,1,1482,494,1976,988,117
216,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0216_2.jpg,1,986,1972,1479,2465,117
100,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0100_2.jpg,0,1482,988,1976,1482,117
6,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0006_4.jpg,1,986,1972,1479,2465,116
36,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0036_4.jpg,1,494,1976,988,2470,116
136,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0136_1.jpg,0,493,493,986,986,116
250,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0250_2.jpg,0,988,988,1482,1482,116
127,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0127_1.jpg,0,986,493,1479,986,116
268,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0268_3.jpg,1,986,493,1479,986,116
119,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0119_2.jpg,0,493,1479,986,1972,116
15,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0015_4.jpg,1,990,1980,1485,2475,116
95,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0095_1.jpg,0,0,494,494,988,116
169,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0169_1.jpg,0,493,493,986,986,116
76,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0076_1.jpg,0,1482,494,1976,988,116
163,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0163_2.jpg,0,988,988,1482,1482,116
11,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0011_1.jpg,0,495,495,990,990,116
207,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0207_3.jpg,0,495,990,990,1485,116
273,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0273_1.jpg,1,984,492,1476,984,116
267,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0267_2.jpg,0,986,986,1479,1479,116
174,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0174_2.jpg,1,1479,986,1972,1479,116
186,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0186_3.jpg,0,986,986,1479,1479,115
70,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0070_3.jpg,1,1984,496,2480,992,115
70,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0070_3.jpg,1,1488,496,1984,992,115
150,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0150_4.jpg,0,494,1976,988,2470,115
180,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0180_2.jpg,1,1976,988,2470,1482,115
252,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0252_4.jpg,1,988,1482,1482,1976,115
261,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0261_2.jpg,0,988,988,1482,1482,115
252,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0252_2.jpg,1,0,988,494,1482,115
133,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0133_4.jpg,1,988,1976,1482,2470,115
135,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0135_3.jpg,1,1976,494,2470,988,115
64,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0064_2.jpg,0,986,986,1479,1479,115
51,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0051_1.jpg,1,493,986,986,1479,115
237,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0237_2.jpg,0,986,1479,1479,1972,115
146,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0146_2.jpg,0,1972,986,2465,1479,115
25,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0025_3.jpg,1,1488,496,1984,992,115
200,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0200_4.jpg,0,2979,2979,3972,3972,115
124,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0124_2.jpg,0,990,990,1485,1485,115
269,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0269_4.jpg,0,986,1479,1479,1972,115
110,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0110_2.jpg,1,1488,992,1984,1488,115
207,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0207_3.jpg,0,990,495,1485,990,115
199,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0199_2.jpg,1,1482,1482,1976,1976,115
269,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0269_4.jpg,0,1479,1479,1972,1972,115
216,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0216_1.jpg,1,988,494,1482,988,115
136,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0136_1.jpg,0,1479,493,1972,986,114
202,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0202_2.jpg,1,1485,1485,1980,1980,114
118,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0118_3.jpg,1,493,986,986,1479,114
36,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0036_4.jpg,1,494,1482,988,1976,114
213,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0213_1.jpg,1,988,494,1482,988,114
140,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0140_3.jpg,1,988,494,1482,988,114
143,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0143_4.jpg,1,990,1485,1485,1980,114
144,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0144_1.jpg,0,986,493,1479,986,114
146,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0146_1.jpg,0,986,986,1479,1479,114
132,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0132_1.jpg,1,988,988,1482,1482,114
56,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0056_1.jpg,0,986,493,1479,986,114
235,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0235_2.jpg,0,986,986,1479,1479,114
218,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0218_4.jpg,0,1976,1976,2470,2470,114
169,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0169_4.jpg,0,988,988,1482,1482,114
130,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0130_1.jpg,0,988,494,1482,988,114
218,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0218_4.jpg,0,1976,1482,2470,1976,114
200,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0200_2.jpg,0,2958,2958,3944,3944,113
269,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0269_1.jpg,0,1479,493,1972,986,113
58,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0058_2.jpg,1,988,1976,1482,2470,113
169,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0169_2.jpg,0,1479,986,1972,1479,113
95,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0095_2.jpg,0,1482,1482,1976,1976,113
11,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0011_2.jpg,0,988,1482,1482,1976,113
269,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0269_2.jpg,0,986,986,1479,1479,113
15,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0015_4.jpg,1,495,1485,990,1980,113
237,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0237_2.jpg,0,493,1479,986,1972,113
216,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0216_2.jpg,1,1479,986,1972,1479,113
