writer,same_text,isEng,train,file_name,male
54,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0054_3.jpg,0
54,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0054_4.jpg,0
55,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0055_1.jpg,1
55,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0055_2.jpg,1
55,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0055_3.jpg,1
55,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0055_4.jpg,1
56,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0056_1.jpg,0
56,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0056_2.jpg,0
56,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0056_3.jpg,0
56,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0056_4.jpg,0
57,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0057_1.jpg,1
57,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0057_2.jpg,1
57,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0057_3.jpg,1
57,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0057_4.jpg,1
58,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0058_1.jpg,1
58,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0058_2.jpg,1
58,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0058_3.jpg,1
58,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0058_4.jpg,1
59,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0059_1.jpg,0
59,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0059_2.jpg,0
59,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0059_3.jpg,0
59,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0059_4.jpg,0
60,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0060_1.jpg,1
60,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0060_2.jpg,1
60,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0060_3.jpg,1
60,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0060_4.jpg,1
61,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0061_1.jpg,0
61,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0061_2.jpg,0
61,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0061_3.jpg,0
61,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0061_4.jpg,0
62,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0062_1.jpg,1
62,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0062_2.jpg,1
62,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0062_3.jpg,1
62,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0062_4.jpg,1
63,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0063_1.jpg,0
63,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0063_2.jpg,0
63,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0063_3.jpg,0
63,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0063_4.jpg,0
64,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0064_1.jpg,0
64,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0064_2.jpg,0
64,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0064_3.jpg,0
64,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0064_4.jpg,0
65,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0065_1.jpg,1
65,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0065_2.jpg,1
65,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0065_3.jpg,1
65,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0065_4.jpg,1
66,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0066_1.jpg,0
66,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0066_2.jpg,0
66,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0066_3.jpg,0
66,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0066_4.jpg,0
67,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0067_1.jpg,1
67,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0067_2.jpg,1
67,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0067_3.jpg,1
67,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0067_4.jpg,1
68,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0068_1.jpg,0
68,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0068_2.jpg,0
68,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0068_3.jpg,0
68,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0068_4.jpg,0
69,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0069_1.jpg,0
69,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0069_2.jpg,0
69,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0069_3.jpg,0
69,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0069_4.jpg,0
70,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0070_1.jpg,1
70,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0070_2.jpg,1
70,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0070_3.jpg,1
70,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0070_4.jpg,1
71,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0071_1.jpg,0
71,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0071_2.jpg,0
71,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0071_3.jpg,0
71,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0071_4.jpg,0
72,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0072_1.jpg,1
72,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0072_2.jpg,1
72,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0072_3.jpg,1
72,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0072_4.jpg,1
73,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0073_1.jpg,1
73,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0073_2.jpg,1
73,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0073_3.jpg,1
73,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0073_4.jpg,1
74,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0074_1.jpg,0
74,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0074_2.jpg,0
74,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0074_3.jpg,0
74,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0074_4.jpg,0
75,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0075_1.jpg,1
75,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0075_2.jpg,1
75,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0075_3.jpg,1
75,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0075_4.jpg,1
76,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0076_1.jpg,0
76,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0076_2.jpg,0
76,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0076_3.jpg,0
76,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0076_4.jpg,0
77,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0077_1.jpg,1
77,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0077_2.jpg,1
77,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0077_3.jpg,1
77,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0077_4.jpg,1
78,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0078_1.jpg,0
78,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0078_2.jpg,0
78,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0078_3.jpg,0
78,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0078_4.jpg,0
79,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0079_1.jpg,1
79,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0079_2.jpg,1
79,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0079_3.jpg,1
79,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0079_4.jpg,1
80,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0080_1.jpg,0
80,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0080_2.jpg,0
80,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0080_3.jpg,0
80,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0080_4.jpg,0
81,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0081_1.jpg,0
81,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0081_2.jpg,0
81,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0081_3.jpg,0
81,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0081_4.jpg,0
82,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0082_1.jpg,1
82,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0082_2.jpg,1
82,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0082_3.jpg,1
82,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0082_4.jpg,1
83,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0083_1.jpg,1
83,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0083_2.jpg,1
83,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0083_3.jpg,1
83,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0083_4.jpg,1
84,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0084_1.jpg,0
84,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0084_2.jpg,0
84,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0084_3.jpg,0
84,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0084_4.jpg,0
85,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0085_1.jpg,0
85,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0085_2.jpg,0
85,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0085_3.jpg,0
85,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0085_4.jpg,0
86,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0086_1.jpg,1
86,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0086_2.jpg,1
86,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0086_3.jpg,1
86,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0086_4.jpg,1
87,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0087_1.jpg,0
87,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0087_2.jpg,0
87,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0087_3.jpg,0
87,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0087_4.jpg,0
88,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0088_1.jpg,0
88,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0088_2.jpg,0
88,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0088_3.jpg,0
88,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0088_4.jpg,0
89,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0089_1.jpg,0
89,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0089_2.jpg,0
89,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0089_3.jpg,0
89,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0089_4.jpg,0
90,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0090_1.jpg,1
90,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0090_2.jpg,1
90,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0090_3.jpg,1
90,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0090_4.jpg,1
91,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0091_1.jpg,1
91,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0091_2.jpg,1
91,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0091_3.jpg,1
91,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0091_4.jpg,1
92,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0092_1.jpg,0
92,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0092_2.jpg,0
92,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0092_3.jpg,0
92,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0092_4.jpg,0
93,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0093_1.jpg,1
93,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0093_2.jpg,1
93,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0093_3.jpg,1
93,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0093_4.jpg,1
94,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0094_1.jpg,1
94,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0094_2.jpg,1
94,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0094_3.jpg,1
94,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0094_4.jpg,1
95,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0095_1.jpg,0
95,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0095_2.jpg,0
95,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0095_3.jpg,0
95,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0095_4.jpg,0
96,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0096_1.jpg,1
96,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0096_2.jpg,1
96,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0096_3.jpg,1
96,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0096_4.jpg,1
97,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0097_1.jpg,0
97,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0097_2.jpg,0
97,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0097_3.jpg,0
97,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0097_4.jpg,0
98,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0098_1.jpg,0
98,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0098_2.jpg,0
98,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0098_3.jpg,0
98,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0098_4.jpg,0
99,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0099_1.jpg,1
99,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0099_2.jpg,1
99,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0099_3.jpg,1
99,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0099_4.jpg,1
100,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0100_1.jpg,0
100,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0100_2.jpg,0
100,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0100_3.jpg,0
100,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0100_4.jpg,0
101,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0101_1.jpg,1
101,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0101_2.jpg,1
101,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0101_3.jpg,1
101,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0101_4.jpg,1
102,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0102_1.jpg,1
102,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0102_2.jpg,1
102,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0102_3.jpg,1
102,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0102_4.jpg,1
103,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0103_1.jpg,1
103,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0103_2.jpg,1
103,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0103_3.jpg,1
103,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0103_4.jpg,1
104,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0104_1.jpg,0
104,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0104_2.jpg,0
104,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0104_3.jpg,0
104,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0104_4.jpg,0
105,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0105_1.jpg,1
105,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0105_2.jpg,1
105,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0105_3.jpg,1
105,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0105_4.jpg,1
106,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0106_1.jpg,0
106,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0106_2.jpg,0
106,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0106_3.jpg,0
106,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0106_4.jpg,0
107,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0107_1.jpg,1
107,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0107_2.jpg,1
107,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0107_3.jpg,1
107,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0107_4.jpg,1
108,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0108_1.jpg,1
